title_dd,body_dd
제3인뱅 윤곽...어벤저스 키움뱅크 vs. 혁신벤처 토스뱅크,"주목할만한 건 아시아 최대 AWS(Amazon Web Services) 프리미어 컨설팅 파트너인 ‘메가존클라우드’다. 지분 8%를 참여한다. 1만4000여개 스타트업 네트워크를 보유한 ‘데모데이’나, 금융전문 AI 솔루션업체 ‘에이젠글로벌’ 등도 주주로 참여했다. 토스뱅크에 열세로 꼽히는 혁신성을 보완하려는 행보로 풀이된다. 총 28개 주주사 중 ICT기업이 7개사에 이른다."
제3인뱅 윤곽...어벤저스 키움뱅크 vs. 혁신벤처 토스뱅크,"토스뱅크 진영은 비바리퍼블리카가 60.8%의 지분으로 1대 주주이며, 한화투자증권이 9.9%로 2대 주주다. 알토스벤처스나 굿워터캐피탈 등 VC가 주요 주주로 나섰다. 토스뱅크가 앞세우는 건 ‘유럽형 챌린저 뱅크’를 표방하는 혁신성이다. 혁신성에 대한 ’고집’이 신한지주와의 결별 사유로 꼽혔을 정도다. 배달의민족이나 직방, 카페24 등 국내 주요 O2O 업체와 양해각서(MOU)를 체결한 것도 강조한다."
제3인뱅 윤곽...어벤저스 키움뱅크 vs. 혁신벤처 토스뱅크,이승건 토스 대표는 이날 기자간담회에서 “원래 주주로 참여하려 했던 이들 업체와 업무제휴를 맺었다. 소상공인 서비스를 추진하는 데에 큰 도움이 될 것”이라고 전했다.
제3인뱅 윤곽...어벤저스 키움뱅크 vs. 혁신벤처 토스뱅크,토스뱅크의 약점으론 취약한 자본력이 꼽힌다. 일단 1000억원 자본금 규모로 일단 준비법인을 설립하고서 영업 시작일 전 2500억원까지 자본금 규모를 늘린다는 방침이다. 하지만 금융권에선 정상적 영업을 진행하기엔 여전히 부족하다는 시각이다.
제3인뱅 윤곽...어벤저스 키움뱅크 vs. 혁신벤처 토스뱅크,"한 금융권 관계자는 “이익까지 수반하려면 자산이 50조원을 돼야 하는데, 그러려면 자본이 5조원은 있어야 할 것”이라고 내다봤다."
제3인뱅 윤곽...어벤저스 키움뱅크 vs. 혁신벤처 토스뱅크,주요주주로 참여한 VC의 투자금 회수도 관심이다. 이 대표는 “토스뱅크가 성공할 때까지 장기적 투자자이자 동반자로 참여했다고 보면 된다”고 밝혔다.
제3인뱅 윤곽...어벤저스 키움뱅크 vs. 혁신벤처 토스뱅크,예비인가 신청 접수를 마감한 금융당국은 외부평가위원회 평가 등을 거쳐 5월께 결과를 발표할 예정이다. 최대 2곳까지 예비인가를 줄 계획이다. 키움뱅크나 토스뱅크 두 곳 모두 인가를 받을 수도 있다.
"""호텔롯데 상장·롯데지주와의 통합으로 지배구조 완성 전망""","NH투자증권은 28일 롯데그룹이 향후 호텔롯데 상장 및 롯데지주와의 통합지주회사 형성으로 지배구조를 완성할 것이라고 전망했다. 사업포트폴리오 중 실적 개선되는 롯데제과, 지배구조개편 과정에서 순자산가치(NAV) 모멘텀 강화가 기대되는 롯데지주에 주목하라는 조언이다."
"""호텔롯데 상장·롯데지주와의 통합으로 지배구조 완성 전망""","이 증권사 김동양 연구원은 ""롯데그룹은 2017년 10월 분할·합병 통한 롯데지주 출범 후, 순환출자 해소 및 자회사·손자회사 최소지분율을 확보했다""며 ""유예기간(기본 2년, 최장 4년) 이내에 금산혼재 해소 시 지주회사 행위제한요건을 모두 해소하게 된다""고 설명했다."
"""호텔롯데 상장·롯데지주와의 통합으로 지배구조 완성 전망""","김 연구원은 롯데카드, 롯데손해보험 처분 작업이 진행되고 있다며 롯데캐피탈은 유예기간 연장 또는 호텔롯데로의 지분이전이 예상된다고 했다. 롯데지주는 롯데카드 처분, 롯데캐피탈 지분이전을 통해 재무구조 개선 및 주주가치 제고 강화가 예상된다는 설명이다. 또한 향후 비상장 계열사들의 순차적 상장, 그룹 부동산 개발 등 자산가치 부각에 따른 NAV모멘텀을 나타낼 것으로 기대했다."
"""호텔롯데 상장·롯데지주와의 통합으로 지배구조 완성 전망""","그는 ""최근 신동빈 회장의 일본롯데홀딩스 대표이사 복귀, 면세사업 실적개선으로 호텔롯데 상장 재추진 기대가 커지고 있다""며 ""지배구조 개편 최종 완성을 위해 지주회사의 주주사인 호텔롯데와 롯데지주의 통합이 필요하며 그 전제조건은 호텔롯데의 상장""이라고 분석했다."
"""호텔롯데 상장·롯데지주와의 통합으로 지배구조 완성 전망""","이 증권사는 ""호텔롯데는 글로벌 2위, 국내 1위의 시장지배적 면세사업자로 중국 리셀러 안정 및 중국인 인바운드 회복에 따른 국내 면세시장 수혜 속에, 높은 점당 매출과 낮은 공항면세점 비중으로 국내 최고수준의 수익성이 유지될 것""이라고 예상했다. 상장할 경우, 국내 유통 및 면세기업 중 최대규모의 시가총액을 보일 것으로 봤다."
"""호텔롯데 상장·롯데지주와의 통합으로 지배구조 완성 전망""",롯데그룹 음식료 기업 중 롯데제과와 롯데칠성의 수익성 향상 정도가 두드러질 것이라는 전망이다.
"""호텔롯데 상장·롯데지주와의 통합으로 지배구조 완성 전망""","NH투자증권은 ""롯데그룹 음식료 기업들은 과거 공격적 점유율 확대에서 수익성 개선으로 경영방침을 변경했다""고 전했다."
"""호텔롯데 상장·롯데지주와의 통합으로 지배구조 완성 전망""","롯데제과의 경우 신제품 효율화와 메가 브랜드 매출 활성화, 구조조정 등을 통한 내수 시장에서의 실적 회복과 해외 알짜 자회사들의 연결 편입으로 올해 영업이익이 전년보다 89.6% 증가할 것으로 전망했다. 롯데칠성 역시 탄산음료의 가격 메리트 부각에 따른 고성장에 힘입어 영업이익률이 5%p 가까이 향상될 것으로 추정했다. 다만, 롯데푸드의 경우 간편가정식(HMR) 매출 증가를 위한 판촉비 지출로 당분간 수익성 개선은 제한적일 것으로 예상했다."
키움·토스뱅크 3곳 인터넷은행 도전장,"금융위원회와 금융감독원은 27일까지 이틀 동안 인터넷은행 예비인가 접수를 받은 결과 가칭 키움뱅크, 토스뱅크, 애니밴드 스마트은행이 신청서를 제출했다고 이날 밝혔다."
키움·토스뱅크 3곳 인터넷은행 도전장,"키움뱅크는 키움증권과 모기업 다우기술을 주축으로 하나은행, SK텔레콤, 11번가, 사람인에이치알, 한국정보인증, 코리아세븐, 롯데멤버스, 메가존클라우드, 바디프랜드 등 28개사가 주주사로 참여하고 있다."
키움·토스뱅크 3곳 인터넷은행 도전장,애니밴드 스마트은행은 설립 발기인 3명이 주주구성을 협의 중이라고 밝혔다. 금융위는 “애니밴드 스마트은행은 대부분의 신청서류가 미비해 기간을 정해 보완요청 후 보완이 되지않는 경우 신청을 반려할 수 있다”고 설명했다.
키움·토스뱅크 3곳 인터넷은행 도전장,"금융당국은 최대 2개사까지 인가를 내준다는 방침이다. 향후 2개월 동안 외부평가위원회 평가를 포함한 심사를 거쳐 5월 중 예비인가 결과가 발표된다. 은행법령과 인터넷전문은행법령상 요건, 주주구성과 사업계획의 혁신성·포용성·안정성 등이 주요 심사 항목이다."
키움·토스뱅크 3곳 인터넷은행 도전장,이후 예비인가 심사를 통과한 은행이 본인가를 신청하면 1개월 이내 본인가 심사를 거쳐 6개월 이내 영업을 개시할 수 있다.
"제3인터넷은행, 토스·키움뱅크 등 3곳 도전장","금융위원회와 금융감독원은 26일부터 이틀간 신청을 받은 결과, 키움뱅크, 토스뱅크, 애니밴드스마트은행 등 3곳이 신청서를 냈다고 27일 밝혔다."
"제3인터넷은행, 토스·키움뱅크 등 3곳 도전장","키움증권이 주축이 된 키움뱅크에는 하나은행·에스케이(SK)텔레콤·11번가·롯데멤버스 등 28개사가 주주로 참여했다. 은행과 정보통신기술(ICT), 유통·여행 등 다양한 업종을 망라한 키움뱅크는 예금·대출 중심의 기존 은행 업무를 넘어서 다양한 주주사가 가진 강점과 고객을 기반으로 디지털 ‘생활금융 플랫폼’을 만들겠다는 전략을 내세웠다."
"제3인터넷은행, 토스·키움뱅크 등 3곳 도전장","모바일 금융 애플리케이션 토스를 운영하는 비바리퍼블리카가 중심이 된 토스뱅크는 앞서 신한금융지주와 현대해상 등 기존 금융사가 컨소시엄에서 이탈했지만, 막판에 한화투자증권이 참여하면서 신청일에 주주 구성을 마무리했다. 토스뱅크는 이밖에 굿워터캐피탈·알토스벤처스·리빗캐피탈 등 벤처캐피탈 자본과 한국전자인증·뉴베리글로벌(베스핀글로벌)·그랩(무신사) 등 8개 주주사로 컨소시엄을 꾸렸다. 토스뱅크는 중신용자 개인과 소상공인 금융에 특화한 ‘챌린저 은행’을 표방한다."
"제3인터넷은행, 토스·키움뱅크 등 3곳 도전장","알려지지 않은 개인 3명이 설립 발기인으로 참여한 애니밴드스마트은행은 ‘주주구성 협의 중’이라고만 밝혔는데, 이와 관련 금융당국은 “대부분의 신청서류가 미비한데, 보완되지 않으면 신청을 반려할 수 있다”고 설명했다."
"제3인터넷은행, 토스·키움뱅크 등 3곳 도전장","금융당국은 최대 2곳까지 인터넷전문은행 인가를 내줄 방침이다. 다음 달부터 외부평가위원회 평가를 포함한 금감원 심사를 진행하고, 5월에 금융위에서 예비인가 여부를 의결한다. 예비인가를 받으면 인적·물적 요건 등을 갖춰 본인가를 신청하고, 한 달 안에 금융위로부터 본인가를 받으면 6개월 안에 영업을 시작할 수 있다."
"제3인터넷은행, 토스·키움뱅크 등 3곳 도전장",[ⓒ한겨레신문 : 무단전재 및 재배포 금지]
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',"제3 인터넷전문은행 설립에 3곳이 도전장을 던졌다. 일찍이 출사표를 낸 키움뱅크 컨소시엄(이하 키움뱅크)·토스뱅크 컨소시엄(이하 토스뱅크)과 함께 애니밴드스마트은행까지 3곳이 인가전에 뛰어들었다. 금융위원회는 지난 26일부터 27일까지 이틀간 인터넷은행 예비인가 신청서를 접수한 결과, 키움뱅크·토스뱅크·애니밴드스마트은행 등 3개사가 신청했다고 밝혔다. 금융당국이 최대 2개까지 인터넷은행 예비인가를 낼 계획인 가운데 티켓이 누구에게 돌아갈지 귀추가 주목된다. 금융권에서는 키움뱅크와 토스뱅크의 양강 구도로 압축될 것으로 전망한다."
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',모바일 금융 서비스 토스가 주도하는 토스뱅크는 우여곡절 끝에 컨소시엄 주주구성을 완료하고 예비인가 신청서를 냈다. 토스뱅크는 당초 연합군이던 신한금융그룹과 현대해상이 빠져나가면서 막판에 한화투자증권과 해외 벤처투자사(VC) 3곳의 손을 잡게 됐다. 다만 컨소시엄 구성안을 인정받기 위해서는 현재 전자금융업자로 등록돼 보유가능한도가 34%에 불과한 '비금융주력자' 지위를 '금융주력자'로 금융당국이 인정해줘야 한다.
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',"컨소시엄 주주구성은 토스를 운영하는 비바리퍼블리카가 대주주로 60.8%를 보유하고, 한화투자증권(9.9%), 해외 벤처투자사인 알토스벤처스(9%)와 굿워터캐피탈(9%), 리빗캐피탈(1.3%)과 함께 한국전자인증(4%), 베스핀글로벌(4%), 무신사(2%)가 참여했다. 한화그룹은 한화생명의 케이뱅크 지분 투자에 이어 두 번째로 계열사를 통한 인터넷은행 주주 참여를 시도한다. 비바리퍼블리카 측은 ""한화투자증권의 합류로 보다 안정적인 주주 구성이 가능해졌고, 한화그룹 금융 계열사들과의 시너지가 기대된다""고 설명했다."
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',"키움뱅크는 키움증권의 대주주인 다우기술을 주축으로 한 KEB하나은행, SK텔레콤 등 주요 주주에 변함이 없이 28개사가 주주로 참여했다. 유통업계에서 11번가·코리아세븐·롯데멤버스가 참여했고, 생활 밀착형 서비스 기업인 하나투어·바디프렌드·SCI평가정보·바로고·현대비에스앤씨가 힘을 더했다. 여기에 웰컴저축은행과 정보통신기술(ICT) 기업인 메가존클라우드·아프리카TV·데모데이·에프앤가이드·한국정보통신과 핀테크기업인 에이젠글로벌·피노텍·원투씨엠·투게더앱스가 주주구성에 이름을 올렸다."
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',"키움뱅크는 ICT 분야의 혁신기업을 필두로 금융, 통신, 유통 등 다양한 분야의 리딩기업이 주주로 참여하고 있다는 점에서 역량을 자신하고 있다. 금융업계에서는 시장지배적 사업자가 탄탄하게 받쳐주는 주주구성상 키움뱅크가 2장의 티켓 중 한 장을 가져갈 공산이 큰 것으로 관측하고 있다."
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',"함께 도전장을 낸 애니밴드스마트은행은 주주구성 협의 중에 있는 것으로 전해졌다. 금융위는 애니밴드스마트은행에 대해 ""대부분의 신청서류가 미비해, 기간을 정해 보완을 요청한 후 보완이 되지 않는 경우 신청을 반려할 수 있다""고 설명했다."
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',토스뱅크와 키움뱅크는 '챌린저뱅크'(challenger bank)와 혁신·포용·안정성을 겸비한 '오픈(Open) 금융 플랫폼'을 청사진으로 제시했다.
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',"토스뱅크는 기존 은행이 충분히 제공하고 있지 않은 틈새 영역을 전문화하는 챌린저뱅크를 설립하겠다고 밝혔다. 챌린저뱅크는 모바일 및 디지털환경에 최적화된 은행으로, 단기 수익성보다 금융 시장 혁신에 중점을 두고 소비자 선택권을 넓히는 새로운 은행을 뜻한다고 회사 측은 설명했다. 이에 금융 소외 계층에 최적의 금융 서비스를 제공하는 것을 목표로 중신용 개인 고객과 소상공인(SOHO) 고객에 집중하겠다는 전략을 내놨다."
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',토스뱅크는 예비인가를 통과하면 1000억원의 자본금 규모의 준비법인을 설립할 계획이다. 본인가 통과 후 영업을 시작할 때 2500억원 자본금 규모의 은행을 꾸리겠다고 전했다.
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',"키움뱅크는 키움증권의 모회사인 다우기술을 바탕으로 각 주주사의 능력을 발휘한 오픈 금융 플랫폼을 추구한다. ICT기업을 중심으로 금융, 유통 등 다방면의 주주사 역량을 더한다는 계획이다. 고객과 기술을 기반으로 다양한 사업자가 자유롭게 참여해 필요한 금융서비스를 받을 수 있는 '플레이 그라운드'를 제공하기로 했다. 성장단계별 스타트업 사업 지원, 부동산을 활용한 대안투자, 온라인 대환대출 등을 서비스하겠다고 포부를 밝혔다."
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',"한준성 하나은행 미래금융그룹 부행장은 ""핀테크기업의 혁신적인 금융 서비스 개발이 성공적으로 상용화될 수 있도록 지원하는 '백그라운드 뱅크'로서의 역할도 수행할 계획""이라며 ""기존 인터넷은행 대비 고객의 이용 편의성을 획기적으로 극대화할 것""이라고 설명했다."
제3인터넷은행 3곳 예비인가 신청…키움·토스뱅크 '양강구도',다만 일각에서는 제3 인터넷은행 출범에도 불구하고 시중은행 중심의 시장 경쟁 구도에 변화가 나타나기는 어려울 것이란 우려도 내놓고 있다. 키움뱅크가 설립되면 주요 4대 시중은행 중 신한을 제외한 KB국민·우리·KEB하나은행이 인터넷은행에 대한 지배력을 확보하게 되는 만큼 당초 인터넷은행 도입 취지에 맞지 않는다는 진단이다.
"'둘이냐 하나냐' 제3인터넷은행 인가전...키움뱅크, 28개 주주사로 출사표",제3 인터넷전문은행 예비인가전 뚜껑이 열렸다.
"'둘이냐 하나냐' 제3인터넷은행 인가전...키움뱅크, 28개 주주사로 출사표","키움증권을 중심으로 한 키움뱅크는 총 28개사로 구성된 컨소시엄을 꾸리며 이번 인가전에 사활을 걸었다. 당초 알려진 하나은행, SK텔레콤 뿐만 아니라 사람인HR, 한국정보인증이 주요 출자자로 참여한데 이어 롯데멤버스, 메가존클라우드 등 유통·정보통신기술(ICT)·생활밀착서비스 분야 기업이 대거 이름을 올렸다."
"'둘이냐 하나냐' 제3인터넷은행 인가전...키움뱅크, 28개 주주사로 출사표","토스뱅크는 한화투자증권을 추가 주주로 확보하며 막판 주주 구성을 마쳤다. 두 곳 모두 인가를 획득할 지, 한 곳만 최종 인가 문턱을 넘을 지 여부는 5월 결정된다."
"'둘이냐 하나냐' 제3인터넷은행 인가전...키움뱅크, 28개 주주사로 출사표",금융위원회는 26일부터 인터넷전문은행 예비인가 신청서를 접수한 결과 총 3곳의 컨소시엄이 예비인가 신청서를 제출했다고 27일 밝혔다.
"'둘이냐 하나냐' 제3인터넷은행 인가전...키움뱅크, 28개 주주사로 출사표",키움증권과 다우기술을 주축으로 총 28개 주주로 구성된 키움뱅크(가칭)와 토스 서비스를 운영하는 비바리버블리카를 주축으로 한 토스뱅크가 신청서를 제출했다. 또 개인주주 3명으로 구성된 애니밴드 스마트은행도 신청서를 제출했다.
"'둘이냐 하나냐' 제3인터넷은행 인가전...키움뱅크, 28개 주주사로 출사표",이번 예비인가는 신청서 접수 이전에 알려진 대로 키움뱅크와 토스뱅크를 중심으로 심사가 이뤄질 것으로 보인다.
"'둘이냐 하나냐' 제3인터넷은행 인가전...키움뱅크, 28개 주주사로 출사표",금융위에 따르면 애니밴드 스마트은행은 대부분 신청서류를 제출하지 않았고 주주구성 여부도 명확히 밝히지 않았다. 금융위의 보완 요청에도 서류 보완이 이뤄지지 않으면 신청을 반려할 수 있다.
"'둘이냐 하나냐' 제3인터넷은행 인가전...키움뱅크, 28개 주주사로 출사표","키움뱅크에는 총 28개 업체가 주주사로 참여했다. 당초 알려진 하나은행과 SK텔레콤 외에도 유통, ICT, 생활밀착형 서비스 분야 주요 기업이 대거 참여했다. △사람인HR △한국정보인증 △11번가 △코리아세븐 △롯데멤버스 △메가존클라우드 △바디프랜드 △프리미어성장전략M&amp;A2호 PEF △웰컴저축은행 △하나투어 △SK증권 △SBI AI&amp;블록체인 펀드 △한국정보통신 △현대에스앤씨 △아프리카티비 △데모데이 △에프앤가이드 △SCI평가정보 △에이젠글로벌 △피노텍 △희림종합건축사무소 △원투씨엠 △투게더앱스 △바로고 등이 참여했다."
"'둘이냐 하나냐' 제3인터넷은행 인가전...키움뱅크, 28개 주주사로 출사표",키움증권과 다우기술은 최대주주로서 지분 34%를 보유한다. 나머지 주주 지분 구성과 자본금 규모 등은 출자자간 합의에 따라 공개하지 않았다.
"'둘이냐 하나냐' 제3인터넷은행 인가전...키움뱅크, 28개 주주사로 출사표",키움증권 관계자는 “키움뱅크는 ICT 분야 혁신기업을 필두로 금융·통신·유통 분야 리딩기업이 참여하고 있어 인터넷전문은행의 확대 및 발전을 추구할 수 있는 역량을 충분히 확보했다”면서 “이를 바탕으로 혁신과 포용을 충족할 수 있는 새로운 인터넷은행 모델을 제시할 것”이라고 밝혔다.
